gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),46.05,80.35,Yes
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,20.05,No
Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,76.4,76.4,Yes
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.5,514,Yes
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.7,57.5,No
Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),100.6,3270.25,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,69.95,69.95,Yes
Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),74,3919.15,No
Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.3,93.3,Yes
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.25,19.25,No
Male,No,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes,Credit card (automatic),39.45,2021.35,No
Female,No,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),44.85,2564.95,No
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,No,Mailed check,35.05,35.05,Yes
Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,73,73,Yes
Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.9,45.75,No
Male,Yes,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),83.85,2716.3,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.1,70.1,Yes
Female,No,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,No,Yes,Mailed check,33.45,1175.85,No
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.65,142.35,Yes
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,33.2,Yes
Female,No,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.95,926.25,No
Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),99,287.4,Yes
Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.5,2341.55,No
Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,163.6,No
Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,83.95,2254.2,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,19.7,Yes
Male,No,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),80,3769.7,No
Female,Yes,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,54.9,3725.5,No
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.55,413.65,Yes
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),77.65,714.15,Yes
Female,Yes,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,95,2497.2,Yes
Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.9,601.55,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,95.85,197.7,Yes
Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,79.15,79.15,Yes
Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),21.05,235.8,No
Male,Yes,Yes,No,54,No,No phone service,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),24.95,1364.75,No
Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.65,655.85,Yes
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79,303.15,Yes
Female,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Electronic check,75.85,647.5,No
Female,No,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Mailed check,90.15,2044.95,No
Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,69.65,921.4,No
Male,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.3,4018.35,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.25,20.25,No
Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),96.9,2085.45,No
Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),74.95,2869.85,Yes
Female,Yes,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),56.55,118.25,No
Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),49.25,49.25,Yes
Male,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),68.6,1108.6,No
Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),69.05,1815.65,No
Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.05,75.45,No
Male,No,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Credit card (automatic),54.95,568.85,No
Male,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,No,Electronic check,79.4,4238.45,No
Female,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),62.8,418.3,No
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,74.9,136.05,No
Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,74.85,708.2,No
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.95,700.85,Yes
Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94,181.7,Yes
Male,No,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),92.95,4122.9,No
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),74.3,74.3,Yes
Male,No,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Yes,Mailed check,44.65,44.65,Yes
Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),80.7,788.8,Yes
Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.35,6578.55,No
Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,19.55,No
Male,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,101.7,364.55,Yes
Female,No,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Electronic check,56.85,1861.1,No
Female,No,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,49.75,3069.45,No
Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),92.4,2349.8,No
Female,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Credit card (automatic),91.95,3301.05,No
Female,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,73.1,4144.9,No
Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Mailed check,55.1,154.65,Yes
Female,No,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),50.65,1905.4,No
Female,No,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),91.05,2954.5,Yes
Female,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,77.5,3807.35,Yes
Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),84.9,5785.65,No
Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.25,418.4,Yes
Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,275.9,No
Male,No,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Mailed check,61,2130.45,No
Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Electronic check,50.5,50.5,Yes
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.4,74.4,Yes
Female,No,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,106.9,3756.45,No
Female,No,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Credit card (automatic),55.35,920.5,No
Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.5,150.35,No
Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,Electronic check,90.65,367.95,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,19.55,No
Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),87.75,1242.2,No
Male,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.05,4871.05,Yes
Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card (automatic),81.3,3190.65,No
Male,No,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,44.3,2666.75,No
Male,No,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.15,295.65,No
Male,Yes,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),29.45,1459.35,No
Male,No,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Electronic check,100.55,4398.15,Yes
Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Credit card (automatic),85.3,4297.95,No
Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,95.65,167.3,Yes
Male,Yes,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),70.35,3454.6,No
Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Mailed check,74.15,1387,No
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.05,786.3,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,94.4,94.4,Yes
Female,No,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Mailed check,75.9,1375.6,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Credit card (automatic),55,55,Yes
Female,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Mailed check,53.45,718.1,No
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.45,101.45,Yes
Male,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,97,1334.45,No
Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Mailed check,73.55,4764,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.5,69.5,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,18.85,18.85,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.2,69.2,Yes
Female,No,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Yes,Mailed check,29.8,786.5,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.65,69.65,Yes
Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Electronic check,101.85,4086.3,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,Electronic check,82.3,82.3,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,20.3,No
Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),56.25,2419.55,No
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,79.25,267.6,Yes
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.6,1115.2,Yes
Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),93.4,5435.6,Yes
Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.2,4186.3,Yes
Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,25.05,25.05,Yes
Male,No,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Yes,Electronic check,60.9,688.5,No
Male,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),59.65,867.1,No
Female,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.1,712.85,Yes
Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,No,Electronic check,48.95,48.95,Yes
Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,No,Electronic check,54.85,355.1,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,85.85,167.3,Yes
Female,No,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),34,1505.35,No
Male,No,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,95.2,930.4,Yes
Male,No,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Yes,Mailed check,55.3,324.25,Yes
Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,74.85,156.4,Yes
Female,No,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),65.8,1679.65,No
Male,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,105.8,2998,No
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,24.4,24.4,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,Electronic check,79.85,152.45,Yes
Female,No,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,73.05,1959.5,No
Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,76,1130.85,Yes
Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),104.75,4323.45,Yes
Female,No,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,74.65,703.55,Yes
Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,51.15,1275.7,No
Male,No,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Mailed check,54.35,1647,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,56.25,56.25,Yes
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),79.75,159.4,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,68.65,68.65,Yes
Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100,3320.6,No
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.25,327.45,Yes
Female,No,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,98.7,5669.5,No
Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,73.8,704.3,No
Female,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100.2,1369.8,Yes
Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.05,95.55,No
Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,106.2,6375.2,No
Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,99.7,1566.75,No
Female,No,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Mailed check,29.15,110.05,No
Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,90.1,816.8,No
Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Mailed check,59.05,1253.5,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,41.2,No
Male,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),103.5,6548.65,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.85,70.85,Yes
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),69.8,134.7,Yes
Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20.05,299.3,No
Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),70.75,450.8,Yes
Female,No,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,Electronic check,94.1,1215.6,Yes
Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),96.35,3915.4,No
Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Credit card (automatic),66.6,979.5,No
Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.5,90.05,No
Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,25.3,25.3,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.1,20.1,Yes
Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.9,69.9,Yes
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,63.15,No
Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Electronic check,50.1,484.05,No
Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,101.4,4528,Yes
Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),86.65,2208.75,No
Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.15,238.15,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.8,80.8,Yes
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.45,76.45,Yes
Female,Yes,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,91.3,1094.5,Yes
Male,Yes,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,95.75,573.75,Yes
Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,78.75,1218.25,No
Male,No,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Credit card (automatic),55.55,1405.3,No
Female,No,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Electronic check,62.65,2274.9,Yes
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.5,74.5,Yes
Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),102.1,1068.85,Yes
Female,No,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,50.15,762.25,Yes
Male,No,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,79,1902,No
Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),74.6,239.05,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,39.8,No
Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,406.05,No
Male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.85,138.85,No
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,123.65,No
Female,No,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,67.45,1801.1,No
Female,No,No,No,28,No,No phone service,DSL,No,No,Yes,No,No,No,Yes,Mailed check,29.75,790.7,No
Female,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.5,582.5,Yes
Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,81.45,2122.05,Yes
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.15,69.15,Yes
Male,No,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,No,No,Credit card (automatic),29.3,1224.05,No
Female,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,83.85,2310.2,No
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.55,723.4,Yes
Female,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.65,3988.5,No
Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,99.05,3554.6,No
Male,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,23.5,173,No
Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),94.3,3893.6,No
Female,No,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,No,Electronic check,29.15,357.15,No
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,Electronic check,91.05,289.1,Yes
Female,No,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Credit card (automatic),50.25,2221.55,No
